,name,times,country,raiting,link_name,text_all
278,Johnny Leif Jensen,18 мар. 2020 г.,DK,1 звезда: Плохо,Jeg var forbi i søndags d.16-3-2020,"Jeg var forbi i søndags d.16-3-2020 kl. ca. 1900 i Glostrup på hovedvejen, jeg blev i disse korona tider forbavset over at se at personalet som håndtere maden ikke brugte handsker, en ting er at vaske hænder, men det standser ikke smitte hvis man er smittet af virus, jeg vil gerne se at i , i fremtiden henstiller jeres personale at bruge handsker"
279,GA,15 мар. 2020 г.,,1 звезда: Плохо,DESCRIMINATION AND ABUSES IN MACDONALDS,"I have stopped going to the MacDonald's located in Falls Church Virginia Arlington Boulevard store and two separate occasions found a supervisor FOREIGN. Lite Blond, 5.7"" lite skin mistreating verbally a worker Black young lady but this time she placed the lady at attention in front of the register. I was placing a large order for family and suddenly that lady came over and pushed the young (black girl around 17) back. I Protested as customer because the supervisor/manager action took her problems against me and my family without the regard of people waiting to order at least 20 people altogether and she not only treated me and called the police on me and called the police on me because I opposed the treatment of the cashier and toward me. I was scolded by the police because she made me wait for my order until the police arrived I do not know what she told the officer who told me to get my food and get out meaning the discriminatory and abusive supervisor o manager was right not the customers. This was the second time she acted against my family and I in violation of our civil rights.
I requested her name , name of the general manager / area manager and she gave the wrong names as well her name or employee number, and to start an investigation on this. I am a disabled Veteran, as well a retired member of the Military USAF and never been subject to that unjust treatment and discriminatory BEHAVIOR OF THAT lady that for I can recollect from employees and I as customer 'SHE IS USED TO act and that to only minorities or foreigners ON DAILY BASIS"", DISCRIMINATING AGAINST LATINOS, BLACKS AND other NATIONALITIES AND MINORITIES.

MacDonald's should ashamed TO HIRE SUCH ""PIGS"" that come to the US and get a job thinking they own the US, stores, employees,
and CUSTOMER trying to play the system knowing they are practicing systematic discrimination under the UMBRELLA of MacDonald.
She may agree to the policies of the president ""WELL KNOWN A SUPREMACIST"" BUT SHE IS DOING IT AT WORK CAUSING LOW MORAL, ABUSING THE WILL OF MacDonald, THE CORROBORATIVE CORE AND FRANCHISE Owners, BECAUSE BAD REPUTATION SPREED LIKE A VIRUS, AND OPENING MACDONALDS FOR DISCRIMINATION, UNREPORTED AND DOCUMENTED CASES IN VIOLATIONS UNDER THE LAW.

GET RID OF PEOPLE THAT WORK IN THE STORES , TEaCH A LESSON AND START TRAINING PROGRAM FROM CIVILITY TO NO DISCRIMINATION IN THE WORK PLACE AND OR PERPETRATED other people, national origin, race, sex, handicaps, women and children all AGAINST AND VIOLATION OF OUR RIGHTS PROTECTED UNDER THE LAW OF THE USA.
TAKE ACTION NOW!"
280,Karen Thristlewhip,10 мар. 2020 г.,,2 звезды: Ниже среднего,NOT MCHAPPY!,"Karen here,
I usually like my Mccafe Iced latte like I like my men, thick and brown, but today it was white and skinny!

Not ideal!
Karen x
#notthickenough #skinnyandwhite #mcdonalds #maccafeiced"
281,Troy Mellish,9 мар. 2020 г.,,4 звезды: Отлично,review,I found the food to be great. The service was awesome.
282,Shinkarenko Alex,8 мар. 2020 г.,,4 звезды: Отлично,Why people blame it,"Why people blame it - I am really not get it, but I do want to tell you that someone must invent some new menu for that network of McDonalds, food already very ""used to"" and people really want something fast food and something else anyway please."
283,Rocio,7 мар. 2020 г.,,1 звезда: Плохо,Es una Vergüenza siendo una cadena tan conocida como macdonald,"En su día súper contenta por tener el servicio a domicilio, pero a ido siendo una decepción por pedidos... la comida abierta, siempre se olvidan las salsas,cuando no falta comida,cuando no el helado abierto...un sin fin de quejas,es una vergüenza. Estoy artaaaa de que sean tan dejados!!!"
284,Big PP,6 мар. 2020 г.,,1 звезда: Плохо,I found a rat in my Big Mac,
285,Ynma F L Fernández Lendínez,4 мар. 2020 г.,,1 звезда: Плохо,NO UTILIZAN GUANTES,"Yo alucino, manipulan alimentos y NO UTILIZAN GUANTES!!!!!! increíble....."
286,Barry Walters,29 февр. 2020 г.,,1 звезда: Плохо,I didn't like anything in Mcdonalds…,I didn't like anything in Mcdonalds Camden
287,Alex,21 февр. 2020 г.,,1 звезда: Плохо,Menuda app nueva basura ni una sola…,"Menuda app nueva basura ni una sola oferta decente y ahora sin premiar a los habituales. Yo ya dejé de ir, menudos avariciosos."
288,Roman's Reviews,Обновлено 21 февр. 2020 г.,US,2 звезды: Ниже среднего,Franchised fast food restaurants?...,"I'm sure we've all eaten at Mickey D's,
One of the fast food restaurants with more costly items and higher fees,
Yet they can't give you extra side sauces simply because you say please,
We gotta pay more
If we want extra ketchup when they never charged extra before..
Claiming to be a franchised new stipulation,
Due to the nations high inflation
But those who franchised still have to maintain the policies of the original corporation
When talking to the ""owner"" i included this information,
Which he didn't dispute
However he simply remained mute,
But was adamant on the additional charge we must pay
For extra sauces with no further ado, much less delay
Quote: "" you want quality food a little extra you must pay""
Whereupon i replied, "" be that as it may ""
Franchise or not, every individual restaurant will be run the original McDonald's way!
Lol, I'm still paying for extra sauces to this day,
But one thing is certain, they lost consistent clients and their pay
All due to ""inflation""
Or so they say!"
289,Tammy Ives,19 февр. 2020 г.,,1 звезда: Плохо,Not that I go to McDonald's often but I…,"Not that I go to McDonald's often but I have never encountered so many rude and disrespectful employees in my life! The orders are always wrong and cold for that matter! Hence, I stopped bringing my kids."
290,David,19 февр. 2020 г.,,1 звезда: Плохо,Lo más nefasto del mundo tome un café…,Lo más nefasto del mundo tome un café en sus nuevas cafeterías y me envenenaron vivo si pudiera los denunciaría no lo aconsejo nada tres días vomitando y dos cagando ellos sabrán que venden los criticaré toda mi vida Asco solo siento asco
291,J Winter,19 февр. 2020 г.,,4 звезды: Отлично,McDonald's is actually pretty good,"McDonald's cops heaps of bad press. They get protested against, picked on, and used as an example of everything bad by every hypocrite that ever walked.

Truth is, virtually every McDonald's I've been to (Napier, New Zealand being the exception) has been excellent. The food standard is high for the price, the staff are clean and tidy, they don't hassle you to leave, the service is quick.

With McDonald's you know what you'll get, how long it'll take, and what you'll pay. All three are huge advantages few chains can manage.

Well done McDonald's. You'll be around for another few decades at least, I think!"
292,Iris DC,14 февр. 2020 г.,,5 звезд: Замечательно,Excelent Service,"On the weekend, I visited McDonaldd´s that is located in Ceibos north Ecuador, my congratulations for the good service, the attention was excellent, the product arrived on time an the delicious taste.


best regards
ris D.C"
293,Agenor Galassi Filho,10 февр. 2020 г.,,2 звезды: Ниже среднего,Higiene precária.,"Estive na loja do shopping sta Cruz, observei que os funcionários da cozinha não usavam máscaras nem luvas para manipularem os alimentos dos lanches."
294,Bartek,9 февр. 2020 г.,,3 звезды: Средне,Średnio lubię,"Średnio lubię, takie jedzonko na wycieczkę lub na szybko. Raczej niezdrowe."
295,G. Rieskirch,8 февр. 2020 г.,,2 звезды: Ниже среднего,"Washroom - ""NO KEY""","Washroom - ""NO KEY"" - hahaha
McDonalds Honolulu, crossing Ala Moana and Hobron:
Had great meal there - McTeri + salad + pie, ticket #190 on Feb. 7, 2020. When finished asked to use washroom, staff said ""SORRY WE HAVE NO KEY"" - hahahahahahaha I SUUUUUURE believe that"
296,Sophie,6 февр. 2020 г.,,5 звезд: Замечательно,Love that I can order online and pick…,Love that I can order online and pick it up when I'm on the way. It saves me so much time with the hassle of 5 kids in tow. Plus they can't complain about what I'm getting for them lol.
297,Tien Trinh,4 февр. 2020 г.,,4 звезды: Отлично,McDonald's quick and easy.,
298,Sandra Elizabete Lopes Cruz,3 февр. 2020 г.,,4 звезды: Отлично,Está tudo bem,"Está tudo bem, apenas gosto na hambúrguer que o queijo venha mais derretido e não tem acontecido.."
299,María Álvarez,2 февр. 2020 г.,,1 звезда: Плохо,Cada vez peor,"Si esta empresa sigue así ya solo falta que el cliente se ponga en la cocina a prepararse su propio pedido.. . Qué manera más sutil de ir prescindiendo de personal!!!! . Antes ya tenías que ir tú a por el pedido, buscar una mesa, recoger la mesa(no era obligatorio, pero si de manera sutil te invitaban a hacerlo: “deposite/vacie aquí su bandeja""....) y ahora ya no tienen ni mostrador... solo máquinas para que realices tú el pedido. Por cada máquina han dejado de contratar al menos a una persona. Y después nos quejamos de que no se contrata personal. Típico empresas multinacionales. Yo seguiré comiendo en un restaurante de toda la vida, donde me atiende una persona. Prefiero pagar para que un trabajador gane su sustento, además si hacemos cuentas los precios de un menú no so muy diferentes y en lo que se refiere a la comida pues.... ahí lo dejo!"
300,Megan Wilson,30 янв. 2020 г.,,3 звезды: Средне,More employees need to learn how to…,More employees need to learn how to make the lattes sweeter!
